"aktuelle Probe"	"17"
"Einspannlänge"	832.756	"mm"
"Messlänge"	"nicht bekannt"
"Probenbreite b0"	11.4	"mm"
"Probendicke a0"	0.2	"mm"
"Prüfgeschwindigkeit"	150	"mm/min"
"Vorkraft"	0.2	"N"
"Weg nach Bruch"	5	"mm"
"E-Modul"	1127.12	"N/mm²"
"Dehnung bei Fmax"	306.402	"%"
"Dehnung bei Bruch"	309.236	"%"
"obere Streckgrenze"	"nicht bekannt"
"Kraftmaximum"	37.9483	"N/mm²"
"Bruchkraft"	"nicht bekannt"
"Geschwindigkeit E-Modul"	1	"%L0/min"
"Datum"	"20.02.2008"
"Prüfzeit"	"Standardweg"	"Standardkraft"	"Dehnung"	"Traverse abs."
"s"	"mm"	"N"	"%"	"mm"
19.21	2.62954	44.272	3.28693	787.805
19.23	2.64278	44.2994	3.30347	787.818
19.25	2.65539	44.3176	3.31924	787.83
19.27	2.66857	44.3355	3.33572	787.844
19.29	2.6829	44.3559	3.35362	787.858
19.31	2.6968	44.37	3.371	787.872
19.33	2.70957	44.3883	3.38697	787.885
19.35	2.72183	44.4088	3.40229	787.897
19.37	2.73482	44.4294	3.41852	787.91
19.39	2.74908	44.4441	3.43634	787.924
19.41	2.76319	44.4717	3.45398	787.938
19.43	2.77632	44.4877	3.4704	787.951
19.45	2.78869	44.5035	3.48586	787.964
19.47	2.80157	44.527	3.50196	787.977
19.49	2.81584	44.5425	3.5198	787.991
19.51	2.83002	44.5596	3.53752	788.005
19.53	2.84315	44.5817	3.55394	788.018
19.55	2.85555	44.5984	3.56944	788.031
19.57	2.86846	44.6107	3.58558	788.043
19.59	2.88252	44.6361	3.60315	788.058
19.61	2.89634	44.6492	3.62043	788.071
19.63	2.90928	44.6652	3.6366	788.084
19.65	2.9218	44.6901	3.65225	788.097
19.67	2.93501	44.707	3.66877	788.11
19.69	2.94952	44.724	3.68689	788.125
19.71	2.96372	44.7462	3.70466	788.139
19.73	2.97666	44.7589	3.72083	788.152
19.75	2.98876	44.7716	3.73595	788.164
19.77	3.0014	44.791	3.75175	788.176
19.79	3.01548	44.8026	3.76935	788.19
19.81	3.02959	44.8183	3.78699	788.205
19.83	3.04283	44.8435	3.80353	788.218
19.85	3.05542	44.8603	3.81928	788.23
19.87	3.06859	44.8786	3.83574	788.244
19.89	3.08293	44.9014	3.85366	788.258
19.91	3.09685	44.9167	3.87106	788.272
19.93	3.10959	44.928	3.88699	788.285
19.95	3.12183	44.9493	3.90229	788.297
19.97	3.1348	44.9655	3.9185	788.31
19.99	3.14909	44.98	3.93636	788.324
20.01	3.1632	45.0065	3.954	788.338
20.03	3.17634	45.0244	3.97042	788.351
20.05	3.18872	45.0396	3.98591	788.364
20.07	3.20161	45.0628	4.00202	788.377
20.09	3.21591	45.0788	4.01988	788.391
20.11	3.2301	45.0914	4.03762	788.405
20.13	3.2432	45.1132	4.054	788.418
20.15	3.25554	45.1297	4.06942	788.431
20.17	3.26844	45.1414	4.08556	788.443
20.19	3.28254	45.1653	4.10317	788.458
20.21	3.29637	45.1786	4.12047	788.471
20.23	3.30928	45.1927	4.1366	788.484
20.25	3.32178	45.2162	4.15223	788.497
20.27	3.33501	45.232	4.16877	788.51
20.29	3.34952	45.2466	4.18689	788.525
20.31	3.36372	45.2666	4.20466	788.539
20.33	3.37668	45.2831	4.22085	788.552
20.35	3.38877	45.295	4.23597	788.564
20.37	3.4014	45.3133	4.25175	788.576
20.39	3.41547	45.332	4.26933	788.59
20.41	3.42959	45.345	4.28699	788.605
20.43	3.44283	45.3654	4.30353	788.618
20.45	3.45539	45.3834	4.31924	788.63
20.47	3.46851	45.3981	4.33564	788.643
20.49	3.48288	45.4183	4.3536	788.658
20.51	3.49685	45.4346	4.37106	788.672
20.53	3.50961	45.4512	4.38701	788.685
20.55	3.52183	45.4697	4.40229	788.697
20.57	3.53477	45.4896	4.41846	788.71
20.59	3.54908	45.503	4.43634	788.724
20.61	3.56319	45.5277	4.45398	788.738
20.63	3.57632	45.5446	4.4704	788.751
20.65	3.58872	45.5606	4.48591	788.764
20.67	3.60163	45.5858	4.50204	788.777
20.69	3.61589	45.5993	4.51986	788.791
20.71	3.63008	45.617	4.5376	788.805
20.73	3.64322	45.6368	4.55402	788.818
20.75	3.65555	45.6562	4.56944	788.831
20.77	3.66841	45.6669	4.58551	788.843
20.79	3.68251	45.6918	4.60313	788.857
20.81	3.69641	45.7073	4.62051	788.871
20.83	3.70935	45.725	4.63668	788.884
20.85	3.72183	45.7471	4.65229	788.897
20.87	3.73501	45.7662	4.66877	788.91
20.89	3.74952	45.7827	4.68689	788.925
20.91	3.76376	45.8068	4.7047	788.939
20.93	3.77666	45.8212	4.72083	788.952
20.95	3.78872	45.8331	4.73591	788.964
20.97	3.80137	45.853	4.75171	788.976
20.99	3.81547	45.8684	4.76933	788.99
21.01	3.82959	45.8836	4.78699	789.005
21.03	3.84283	45.9073	4.80353	789.018
21.05	3.85541	45.9281	4.81926	789.03
21.07	3.86856	45.9445	4.8357	789.044
21.09	3.88288	45.9674	4.8536	789.058
21.11	3.89683	45.9811	4.87104	789.072
21.13	3.90959	45.9955	4.88699	789.085
21.15	3.92186	46.0152	4.90233	789.097
21.17	3.93483	46.0329	4.91854	789.11
21.19	3.94912	46.0467	4.93641	789.124
21.21	3.96324	46.074	4.95404	789.138
21.23	3.97632	46.0939	4.9704	789.151
21.25	3.98868	46.1102	4.98584	789.164
21.27	4.0016	46.1362	5.002	789.177
21.29	4.01594	46.1558	5.01992	789.191
21.31	4.03011	46.1718	5.03764	789.205
21.33	4.0432	46.1931	5.054	789.218
21.35	4.05555	46.2111	5.06944	789.231
21.37	4.06848	46.2222	5.0856	789.243
21.39	4.0826	46.2467	5.10326	789.258
21.41	4.09637	46.2613	5.12047	789.271
21.43	4.10925	46.2776	5.13656	789.284
21.45	4.1218	46.3026	5.15225	789.297
21.47	4.13503	46.3236	5.16879	789.31
21.49	4.14955	46.3399	5.18693	789.325
21.51	4.16376	46.3623	5.2047	789.339
21.53	4.17666	46.3799	5.22083	789.352
21.55	4.18872	46.3938	5.23591	789.364
21.57	4.2014	46.4111	5.25175	789.376
21.59	4.21547	46.4274	5.26933	789.39
21.61	4.22959	46.4438	5.28699	789.405
21.63	4.24281	46.4665	5.30351	789.418
21.65	4.25541	46.4838	5.31926	789.43
21.67	4.26856	46.5034	5.3357	789.444
21.69	4.28288	46.5267	5.3536	789.458
21.71	4.29681	46.5433	5.37102	789.472
21.73	4.30961	46.5602	5.38701	789.485
21.75	4.32183	46.585	5.40229	789.497
21.77	4.33482	46.6044	5.41852	789.51
21.79	4.34912	46.6195	5.43641	789.524
21.81	4.36325	46.648	5.45407	789.538
21.83	4.37635	46.6668	5.47044	789.551
21.85	4.38871	46.6834	5.48588	789.564
21.87	4.40161	46.7071	5.50202	789.577
21.89	4.4159	46.7271	5.51988	789.591
21.91	4.43008	46.7449	5.5376	789.605
21.93	4.44317	46.7673	5.55396	789.618
21.95	4.4555	46.7864	5.56938	789.63
21.97	4.46838	46.8005	5.58547	789.643
21.99	4.48251	46.8238	5.60313	789.657
22.01	4.49639	46.8375	5.62049	789.671
22.03	4.50935	46.855	5.63668	789.684
22.05	4.52183	46.8779	5.65229	789.697
22.07	4.53501	46.8981	5.66877	789.71
22.09	4.5495	46.9182	5.68687	789.724
22.11	4.56368	46.9421	5.70459	789.739
22.13	4.57658	46.958	5.72073	789.752
22.15	4.58871	46.9738	5.73588	789.764
22.17	4.60142	46.9962	5.75177	789.776
22.19	4.61548	47.0133	5.76935	789.79
22.21	4.62956	47.0302	5.78695	789.805
22.23	4.64283	47.0572	5.80353	789.818
22.25	4.65541	47.076	5.81926	789.83
22.27	4.66854	47.0959	5.83568	789.844
22.29	4.68288	47.1169	5.8536	789.858
22.31	4.69681	47.1341	5.87102	789.872
22.33	4.70959	47.1523	5.88699	789.885
22.35	4.72185	47.1749	5.90231	789.897
22.37	4.73482	47.1921	5.91852	789.91
22.39	4.74912	47.2079	5.93641	789.924
22.41	4.7632	47.2347	5.954	789.938
22.43	4.77629	47.2516	5.97036	789.951
22.45	4.78868	47.27	5.98584	789.964
22.47	4.80161	47.2966	6.00202	789.977
22.49	4.81594	47.3154	6.01992	789.991
22.51	4.83015	47.3333	6.03768	790.005
22.53	4.84322	47.3568	6.05402	790.018
22.55	4.85552	47.3773	6.0694	790.031
22.57	4.86838	47.3916	6.08547	790.043
22.59	4.88247	47.4206	6.10309	790.057
22.61	4.89637	47.4378	6.12047	790.071
22.63	4.90933	47.4565	6.13666	790.084
22.65	4.92185	47.4831	6.15231	790.097
22.67	4.93501	47.5033	6.16877	790.11
22.69	4.94951	47.5223	6.18689	790.125
22.71	4.96372	47.5484	6.20466	790.139
22.73	4.97668	47.5665	6.22085	790.152
22.75	4.98879	47.5823	6.23599	790.164
22.77	5.00142	47.6052	6.25177	790.176
22.79	5.01548	47.6213	6.26935	790.19
22.81	5.02959	47.6365	6.28699	790.205
22.83	5.04284	47.6642	6.30355	790.218
22.85	5.05542	47.6815	6.31928	790.23
22.87	5.06864	47.7011	6.3358	790.244
22.89	5.08293	47.7276	6.35366	790.258
22.91	5.0968	47.744	6.371	790.272
22.93	5.10961	47.7628	6.38701	790.285
22.95	5.12186	47.7869	6.40233	790.297
22.97	5.13482	47.8081	6.41852	790.31
22.99	5.14909	47.822	6.43636	790.324
23.01	5.1632	47.8526	6.454	790.338
23.03	5.17631	47.8692	6.47038	790.351
23.05	5.18866	47.8855	6.48582	790.364
23.07	5.20158	47.9117	6.50198	790.377
23.09	5.21587	47.9306	6.51984	790.391
23.11	5.23007	47.9504	6.53758	790.405
23.13	5.24313	47.9733	6.55392	790.418
23.15	5.2555	47.9954	6.56938	790.43
23.17	5.26843	48.0099	6.58553	790.443
23.19	5.28252	48.0355	6.60315	790.458
23.21	5.29637	48.0513	6.62047	790.471
23.23	5.30928	48.0706	6.6366	790.484
23.25	5.32183	48.0986	6.65229	790.497
23.27	5.33501	48.1193	6.66877	790.51
23.29	5.34948	48.1399	6.68685	790.524
23.31	5.36372	48.1657	6.70465	790.539
23.33	5.37668	48.1851	6.72085	790.552
23.35	5.38877	48.2022	6.73597	790.564
23.37	5.40142	48.2248	6.75177	790.576
23.39	5.41547	48.2437	6.76933	790.59
23.41	5.42958	48.2632	6.78697	790.605
23.43	5.44281	48.2892	6.80351	790.618
23.45	5.45541	48.3077	6.81926	790.63
23.47	5.46859	48.3299	6.83574	790.644
23.49	5.4829	48.3538	6.85362	790.658
23.51	5.49683	48.3708	6.87104	790.672
23.53	5.50962	48.3887	6.88703	790.685
23.55	5.52188	48.4141	6.90235	790.697
23.57	5.53482	48.4296	6.91852	790.71
23.59	5.54911	48.4486	6.93639	790.724
23.61	5.5632	48.4774	6.954	790.738
23.63	5.57627	48.4976	6.97034	790.751
23.65	5.58864	48.5155	6.9858	790.764
23.67	5.60161	48.5456	7.00202	790.777
23.69	5.61594	48.5662	7.01992	790.791
23.71	5.63011	48.5855	7.03764	790.805
23.73	5.64322	48.6093	7.05402	790.818
23.75	5.65554	48.631	7.06942	790.831
23.77	5.66843	48.6455	7.08553	790.843
23.79	5.68254	48.6717	7.10317	790.858
23.81	5.69641	48.6872	7.12051	790.871
23.83	5.70938	48.7079	7.13672	790.884
23.85	5.72186	48.733	7.15233	790.897
23.87	5.735	48.7524	7.16875	790.91
23.89	5.7495	48.7712	7.18687	790.924
23.91	5.76372	48.7983	7.20465	790.939
23.93	5.77663	48.8148	7.22079	790.952
23.95	5.78872	48.8306	7.2359	790.964
23.97	5.80142	48.8571	7.25177	790.976
23.99	5.81551	48.8746	7.26939	790.991
24.01	5.82963	48.8919	7.28703	791.005
24.03	5.84283	48.9201	7.30353	791.018
24.05	5.85541	48.9389	7.31926	791.03
24.07	5.86856	48.9596	7.3357	791.044
24.09	5.88283	48.985	7.35354	791.058
24.11	5.89675	49.0041	7.37094	791.072
24.13	5.90961	49.0235	7.38701	791.085
24.15	5.92185	49.0541	7.40231	791.097
24.17	5.93478	49.074	7.41848	791.11
24.19	5.94908	49.0917	7.43634	791.124
24.21	5.96324	49.123	7.45404	791.138
24.23	5.97632	49.1431	7.4704	791.151
24.25	5.98861	49.1588	7.48576	791.164
24.27	6.00158	49.1851	7.50198	791.177
24.29	6.01595	49.2078	7.51994	791.191
24.31	6.03015	49.2257	7.53768	791.205
24.33	6.04318	49.2518	7.55398	791.218
24.35	6.05552	49.2731	7.5694	791.231
24.37	6.06846	49.2907	7.58557	791.243
24.39	6.08256	49.3177	7.60319	791.258
24.41	6.09637	49.3332	7.62047	791.271
24.43	6.10933	49.3504	7.63666	791.284
24.45	6.12183	49.3767	7.65229	791.297
24.47	6.135	49.3976	7.66875	791.31
24.49	6.1495	49.4147	7.68687	791.324
24.51	6.16371	49.4405	7.70463	791.339
24.53	6.17665	49.4614	7.72081	791.352
24.55	6.18872	49.4797	7.73591	791.364
24.57	6.20139	49.5004	7.75173	791.376
24.59	6.21548	49.5223	7.76935	791.39
24.61	6.22959	49.5399	7.78699	791.405
24.63	6.24281	49.5648	7.80351	791.418
24.65	6.25541	49.5853	7.81926	791.43
24.67	6.26854	49.6071	7.83568	791.444
24.69	6.28286	49.63	7.85358	791.458
24.71	6.29675	49.6507	7.87094	791.472
24.73	6.30956	49.6684	7.88695	791.485
24.75	6.32183	49.6905	7.90229	791.497
24.77	6.3348	49.7111	7.9185	791.51
24.79	6.34908	49.7296	7.93634	791.524
24.81	6.36317	49.756	7.95396	791.538
24.83	6.37627	49.777	7.97034	791.551
24.85	6.38864	49.7942	7.9858	791.564
24.87	6.4016	49.8186	8.002	791.577
24.89	6.41594	49.8371	8.01992	791.591
24.91	6.43011	49.8594	8.03764	791.605
24.93	6.44318	49.8829	8.05398	791.618
24.95	6.45552	49.9064	8.0694	791.631
24.97	6.46841	49.9233	8.08551	791.643
24.99	6.48251	49.9504	8.10313	791.657
25.01	6.49636	49.9658	8.12045	791.671
25.03	6.50935	49.9858	8.13668	791.684
25.05	6.52188	50.0117	8.15235	791.697
25.07	6.53503	50.0333	8.16879	791.71
25.09	6.54953	50.0526	8.18691	791.725
25.11	6.56376	50.0781	8.2047	791.739
25.13	6.57668	50.0979	8.22085	791.752
25.15	6.58874	50.1142	8.23592	791.764
25.17	6.60137	50.1372	8.25171	791.776
25.19	6.61547	50.1557	8.26933	791.79
25.21	6.62961	50.1736	8.28701	791.805
25.23	6.64281	50.1983	8.30351	791.818
25.25	6.65537	50.2167	8.31922	791.83
25.27	6.66853	50.2363	8.33566	791.844
25.29	6.68285	50.2595	8.35356	791.858
25.31	6.69672	50.2778	8.37089	791.872
25.33	6.70956	50.2941	8.38695	791.885
25.35	6.72185	50.3167	8.40231	791.897
25.37	6.73482	50.3381	8.41852	791.91
25.39	6.74909	50.3565	8.43636	791.924
25.41	6.7632	50.3842	8.454	791.938
25.43	6.77626	50.4049	8.47032	791.951
25.45	6.78858	50.4243	8.48572	791.964
25.47	6.80155	50.4499	8.50194	791.977
25.49	6.81595	50.4658	8.51994	791.991
25.51	6.83015	50.4867	8.53768	792.005
25.53	6.84322	50.5096	8.55402	792.018
25.55	6.85554	50.5307	8.56942	792.031
25.57	6.86844	50.5458	8.58555	792.043
25.59	6.88256	50.5724	8.60319	792.058
25.61	6.89634	50.587	8.62043	792.071
25.63	6.9093	50.6072	8.63662	792.084
25.65	6.92183	50.6338	8.65229	792.097
25.67	6.93501	50.6529	8.66877	792.11
25.69	6.94951	50.6749	8.68689	792.125
25.71	6.96376	50.6998	8.7047	792.139
25.73	6.97666	50.7158	8.72083	792.152
25.75	6.98869	50.7313	8.73586	792.164
25.77	7.00132	50.7537	8.75165	792.176
25.79	7.01545	50.7714	8.76931	792.19
25.81	7.02959	50.7902	8.78699	792.205
25.83	7.04281	50.8189	8.80351	792.218
25.85	7.05541	50.8365	8.81926	792.23
25.87	7.06856	50.8609	8.8357	792.244
25.89	7.08285	50.8838	8.85356	792.258
25.91	7.09675	50.9016	8.87093	792.272
25.93	7.10962	50.9198	8.88703	792.285
25.95	7.12188	50.9441	8.90235	792.297
25.97	7.13482	50.9613	8.91852	792.31
25.99	7.14909	50.9806	8.93636	792.324
26.01	7.16325	51.0079	8.95406	792.338
26.03	7.17634	51.024	8.97042	792.351
26.05	7.18864	51.0441	8.9858	792.364
26.07	7.20157	51.0679	9.00196	792.377
26.09	7.21594	51.0833	9.01992	792.391
26.11	7.23016	51.1003	9.0377	792.405
26.13	7.24323	51.1237	9.05404	792.418
26.15	7.25554	51.1412	9.06942	792.431
26.17	7.26848	51.1555	9.0856	792.443
26.19	7.28257	51.182	9.10321	792.458
26.21	7.29637	51.1967	9.12047	792.471
26.23	7.30931	51.2143	9.13664	792.484
26.25	7.32186	51.239	9.15233	792.497
26.27	7.33508	51.2569	9.16885	792.51
26.29	7.34953	51.2751	9.18691	792.525
26.31	7.36371	51.2994	9.20463	792.539
26.33	7.37663	51.3163	9.22079	792.552
26.35	7.38869	51.3315	9.23586	792.564
26.37	7.40134	51.3564	9.25167	792.576
26.39	7.41545	51.374	9.26931	792.59
26.41	7.42959	51.3931	9.28699	792.605
26.43	7.44284	51.4194	9.30355	792.618
26.45	7.45541	51.4374	9.31926	792.63
26.47	7.46854	51.4575	9.33568	792.644
26.49	7.48288	51.4796	9.3536	792.658
26.51	7.49683	51.4951	9.37104	792.672
26.53	7.50965	51.5128	9.38707	792.685
26.55	7.52189	51.5352	9.40237	792.697
26.57	7.53485	51.5506	9.41856	792.71
26.59	7.54916	51.565	9.43645	792.724
26.61	7.56327	51.5891	9.45409	792.738
26.63	7.5763	51.6032	9.47038	792.751
26.65	7.58864	51.6219	9.4858	792.764
26.67	7.60157	51.6427	9.50196	792.777
26.69	7.6159	51.6614	9.51988	792.791
26.71	7.63013	51.6805	9.53766	792.805
26.73	7.6432	51.7043	9.554	792.818
26.75	7.65555	51.7231	9.56944	792.831
26.77	7.66843	51.7385	9.58553	792.843
26.79	7.68252	51.7648	9.60315	792.858
26.81	7.69634	51.7784	9.62043	792.871
26.83	7.70933	51.7957	9.63666	792.884
26.85	7.72188	51.8221	9.65235	792.897
26.87	7.73503	51.8408	9.66879	792.91
26.89	7.74951	51.8582	9.68689	792.925
26.91	7.76374	51.8848	9.70468	792.939
26.93	7.77665	51.8986	9.72081	792.952
26.95	7.78869	51.9111	9.73586	792.964
26.97	7.80134	51.9343	9.75167	792.976
26.99	7.81543	51.9462	9.76929	792.99
27.01	7.82958	51.9614	9.78697	793.005
27.03	7.84284	51.9857	9.80355	793.018
27.05	7.85544	51.9981	9.8193	793.03
27.07	7.86859	52.0161	9.83574	793.044
27.09	7.88288	52.0396	9.8536	793.058
27.11	7.89675	52.052	9.87093	793.072
27.13	7.90956	52.0677	9.88695	793.085
27.15	7.92189	52.0942	9.90237	793.097
27.17	7.93487	52.1092	9.91858	793.11
27.19	7.94912	52.1268	9.9364	793.124
27.21	7.96322	52.1547	9.95402	793.138
27.23	7.97631	52.1719	9.97038	793.151
27.25	7.98864	52.1895	9.9858	793.164
27.27	8.00157	52.2145	10.002	793.177
27.29	8.0159	52.2307	10.0199	793.191
27.31	8.03008	52.2484	10.0376	793.205
27.33	8.04318	52.272	10.054	793.218
27.35	8.05555	52.2876	10.0694	793.231
27.37	8.06846	52.2988	10.0856	793.243
27.39	8.08252	52.3231	10.1032	793.258
27.41	8.09632	52.3327	10.1204	793.271
27.43	8.10928	52.348	10.1366	793.284
27.45	8.1218	52.3711	10.1522	793.297
27.47	8.135	52.3877	10.1687	793.31
27.49	8.14952	52.401	10.1869	793.325
27.51	8.16376	52.4236	10.2047	793.339
27.53	8.17665	52.4377	10.2208	793.352
27.55	8.18869	52.4482	10.2359	793.364
27.57	8.20139	52.4704	10.2517	793.376
27.59	8.21548	52.4837	10.2694	793.39
27.61	8.22963	52.5041	10.287	793.405
27.63	8.24284	52.5278	10.3036	793.418
27.65	8.25546	52.5471	10.3193	793.43
27.67	8.26854	52.5637	10.3357	793.444
27.69	8.28285	52.5847	10.3536	793.458
27.71	8.29676	52.5945	10.371	793.472
27.73	8.30961	52.6083	10.387	793.485
27.75	8.32188	52.6289	10.4023	793.497
27.77	8.33482	52.6442	10.4185	793.51
27.79	8.34911	52.6599	10.4364	793.524
27.81	8.3632	52.684	10.454	793.538
27.83	8.3763	52.6997	10.4704	793.551
27.85	8.38866	52.711	10.4858	793.564
27.87	8.40158	52.7335	10.502	793.577
27.89	8.41592	52.7495	10.5199	793.591
27.91	8.43013	52.7636	10.5377	793.605
27.93	8.44323	52.7846	10.554	793.618
27.95	8.45559	52.8001	10.5695	793.631
27.97	8.46848	52.8102	10.5856	793.643
27.99	8.48252	52.8301	10.6032	793.658
28.01	8.49626	52.8392	10.6203	793.671
28.03	8.50923	52.8518	10.6365	793.684
28.05	8.52181	52.875	10.6523	793.697
28.07	8.53505	52.891	10.6688	793.71
28.09	8.54951	52.9061	10.6869	793.725
28.11	8.56372	52.929	10.7047	793.739
28.13	8.57661	52.9435	10.7208	793.752
28.15	8.58867	52.9564	10.7358	793.764
28.17	8.60134	52.9747	10.7517	793.776
28.19	8.61548	52.9915	10.7694	793.79
28.21	8.62961	53.0023	10.787	793.805
28.23	8.64286	53.027	10.8036	793.818
28.25	8.65544	53.0444	10.8193	793.83
28.27	8.66856	53.0587	10.8357	793.844
28.29	8.68286	53.0794	10.8536	793.858
28.31	8.69676	53.0954	10.871	793.872
28.33	8.70959	53.1077	10.887	793.885
28.35	8.72186	53.123	10.9023	793.897
28.37	8.73485	53.1407	10.9186	793.91
28.39	8.74916	53.1502	10.9364	793.924
28.41	8.76325	53.1737	10.9541	793.938
28.43	8.77629	53.1847	10.9704	793.951
28.45	8.78863	53.1968	10.9858	793.964
28.47	8.80158	53.2185	11.002	793.977
28.49	8.81594	53.2315	11.0199	793.991
28.51	8.83016	53.2447	11.0377	794.005
28.53	8.84325	53.2632	11.0541	794.018
28.55	8.85555	53.277	11.0694	794.031
28.57	8.86843	53.2872	11.0855	794.043
28.59	8.88247	53.3077	11.1031	794.057
28.61	8.89628	53.3207	11.1203	794.071
28.63	8.90926	53.3353	11.1366	794.084
28.65	8.92183	53.3608	11.1523	794.097
28.67	8.93503	53.374	11.1688	794.11
28.69	8.94953	53.3881	11.1869	794.125
28.71	8.96376	53.4071	11.2047	794.139
28.73	8.97665	53.4188	11.2208	794.152
28.75	8.98869	53.4287	11.2359	794.164
28.77	9.00135	53.4451	11.2517	794.176
28.79	9.01546	53.4607	11.2693	794.19
28.81	9.02964	53.4741	11.2871	794.205
28.83	9.04287	53.4964	11.3036	794.218
28.85	9.05544	53.5077	11.3193	794.23
28.87	9.06856	53.5235	11.3357	794.244
28.89	9.08286	53.5374	11.3536	794.258
28.91	9.09676	53.5468	11.371	794.272
28.93	9.10961	53.5567	11.387	794.285
28.95	9.12191	53.5743	11.4024	794.297
28.97	9.13488	53.5862	11.4186	794.31
28.99	9.14919	53.5976	11.4365	794.324
29.01	9.16325	53.6211	11.4541	794.338
29.03	9.1763	53.6337	11.4704	794.351
29.05	9.18863	53.6482	11.4858	794.364
29.07	9.20153	53.6691	11.5019	794.377
29.09	9.2159	53.6816	11.5199	794.391
29.11	9.23016	53.6938	11.5377	794.405
29.13	9.24322	53.7134	11.554	794.418
29.15	9.25555	53.7266	11.5694	794.431
29.17	9.26846	53.7335	11.5856	794.443
29.19	9.28247	53.7568	11.6031	794.457
29.21	9.29621	53.7664	11.6203	794.471
29.23	9.3092	53.7797	11.6365	794.484
29.25	9.3218	53.7993	11.6522	794.497
29.27	9.33506	53.8136	11.6688	794.51
29.29	9.34955	53.8252	11.6869	794.525
29.31	9.36376	53.8419	11.7047	794.539
29.33	9.37666	53.8513	11.7208	794.552
29.35	9.38871	53.8606	11.7359	794.564
29.37	9.40137	53.8758	11.7517	794.576
29.39	9.4155	53.8861	11.7694	794.59
29.41	9.42967	53.9005	11.7871	794.605
29.43	9.44287	53.9211	11.8036	794.618
29.45	9.45542	53.9336	11.8193	794.63
29.47	9.46856	53.9493	11.8357	794.644
29.49	9.48285	53.9667	11.8536	794.658
29.51	9.49676	53.9775	11.871	794.672
29.53	9.50957	53.9877	11.887	794.685
29.55	9.52186	54.0074	11.9023	794.697
29.57	9.53483	54.0174	11.9185	794.71
29.59	9.54914	54.0282	11.9364	794.724
29.61	9.56327	54.0508	11.9541	794.738
29.63	9.57634	54.0607	11.9704	794.751
29.65	9.58864	54.0709	11.9858	794.764
29.67	9.60155	54.0914	12.0019	794.777
29.69	9.61594	54.1013	12.0199	794.791
29.71	9.63018	54.1105	12.0377	794.805
29.73	9.64325	54.1279	12.0541	794.818
29.75	9.65554	54.14	12.0694	794.831
29.77	9.66841	54.1455	12.0855	794.843
29.79	9.68249	54.1657	12.1031	794.857
29.81	9.69634	54.1708	12.1204	794.871
29.83	9.70926	54.1846	12.1366	794.884
29.85	9.72185	54.2049	12.1523	794.897
29.87	9.73508	54.2163	12.1688	794.91
29.89	9.74955	54.2296	12.1869	794.925
29.91	9.76372	54.2503	12.2047	794.939
29.93	9.7766	54.2573	12.2207	794.952
29.95	9.78866	54.2642	12.2358	794.964
29.97	9.80137	54.2818	12.2517	794.976
29.99	9.8155	54.2887	12.2694	794.99
30.01	9.82966	54.3008	12.2871	795.005
30.03	9.84286	54.3225	12.3036	795.018
30.05	9.85546	54.333	12.3193	795.03
30.07	9.86859	54.346	12.3357	795.044
30.09	9.88288	54.3648	12.3536	795.058
30.11	9.89678	54.3714	12.371	795.072
30.13	9.90961	54.3804	12.387	795.085
30.15	9.92191	54.3973	12.4024	795.097
30.17	9.93488	54.4086	12.4186	795.11
30.19	9.94914	54.4169	12.4364	795.124
30.21	9.9632	54.4372	12.454	795.138
30.23	9.97627	54.4452	12.4703	795.151
30.25	9.98864	54.4539	12.4858	795.164
30.27	10.0016	54.4689	12.502	795.177
30.29	10.016	54.48	12.5199	795.191
30.31	10.0302	54.4896	12.5377	795.205
30.33	10.0432	54.5038	12.554	795.218
30.35	10.0555	54.5159	12.5694	795.231
30.37	10.0684	54.522	12.5855	795.243
30.39	10.0825	54.5385	12.6031	795.257
30.41	10.0964	54.5437	12.6204	795.271
30.43	10.1093	54.5563	12.6366	795.284
30.45	10.1219	54.5751	12.6523	795.297
30.47	10.135	54.5861	12.6688	795.31
30.49	10.1495	54.5968	12.6869	795.325
30.51	10.1638	54.6176	12.7047	795.339
30.53	10.1767	54.6244	12.7208	795.352
30.55	10.1887	54.6276	12.7359	795.364
30.57	10.2014	54.6433	12.7517	795.376
30.59	10.2155	54.6486	12.7694	795.39
30.61	10.2296	54.6565	12.787	795.405
30.63	10.2428	54.6773	12.8036	795.418
30.65	10.2554	54.6877	12.8193	795.43
30.67	10.2686	54.6982	12.8358	795.444
30.69	10.2829	54.7181	12.8536	795.458
30.71	10.2968	54.725	12.871	795.472
30.73	10.3096	54.7312	12.887	795.485
30.75	10.3219	54.7471	12.9024	795.497
30.77	10.3348	54.7587	12.9186	795.51
30.79	10.3491	54.7634	12.9364	795.524
30.81	10.3632	54.7834	12.954	795.538
30.83	10.3763	54.7925	12.9704	795.551
30.85	10.3887	54.8017	12.9858	795.564
30.87	10.4016	54.816	13.002	795.577
30.89	10.4159	54.827	13.0199	795.591
30.91	10.4301	54.8358	13.0376	795.605
30.93	10.4432	54.8506	13.054	795.618
30.95	10.4555	54.8588	13.0694	795.63
30.97	10.4684	54.8643	13.0855	795.643
30.99	10.4825	54.8806	13.1031	795.657
31.01	10.4963	54.8848	13.1204	795.671
31.03	10.5092	54.8925	13.1366	795.684
31.05	10.5218	54.9121	13.1523	795.697
31.07	10.535	54.9221	13.1688	795.71
31.09	10.5495	54.9301	13.1869	795.724
31.11	10.5637	54.9447	13.2046	795.739
