"aktuelle Probe"	"17"
"Einspannlänge"	832.756	"mm"
"Messlänge"	"nicht bekannt"
"Probenbreite b0"	11.4	"mm"
"Probendicke a0"	0.2	"mm"
"Prüfgeschwindigkeit"	150	"mm/min"
"Vorkraft"	0.2	"N"
"Weg nach Bruch"	5	"mm"
"E-Modul"	1127.12	"N/mm²"
"Dehnung bei Fmax"	306.402	"%"
"Dehnung bei Bruch"	309.236	"%"
"obere Streckgrenze"	"nicht bekannt"
"Kraftmaximum"	37.9483	"N/mm²"
"Bruchkraft"	"nicht bekannt"
"Geschwindigkeit E-Modul"	1	"%L0/min"
"Datum"	"20.02.2008"
"Prüfzeit"	"Standardweg"	"Standardkraft"	"Dehnung"	"Traverse abs."
"s"	"mm"	"N"	"%"	"mm"
155.31	93.3638	62.3683	116.705	878.539
155.33	93.3766	62.3645	116.721	878.552
155.35	93.3887	62.3603	116.736	878.564
155.37	93.4013	62.3652	116.752	878.576
155.39	93.4154	62.3587	116.769	878.59
155.41	93.4296	62.3573	116.787	878.605
155.43	93.4428	62.365	116.804	878.618
155.45	93.4554	62.3625	116.819	878.63
155.47	93.4686	62.3656	116.836	878.644
155.49	93.4829	62.3708	116.854	878.658
155.51	93.4968	62.3696	116.871	878.672
155.53	93.5096	62.3675	116.887	878.685
155.55	93.5219	62.3743	116.902	878.697
155.57	93.5348	62.3729	116.919	878.71
155.59	93.5491	62.3725	116.936	878.724
155.61	93.5632	62.3794	116.954	878.738
155.63	93.5763	62.3782	116.97	878.751
155.65	93.5887	62.3779	116.986	878.764
155.67	93.6015	62.3821	117.002	878.777
155.69	93.6159	62.3841	117.02	878.791
155.71	93.6301	62.3852	117.038	878.805
155.73	93.6432	62.3895	117.054	878.818
155.75	93.6555	62.3921	117.069	878.83
155.77	93.6684	62.3901	117.086	878.843
155.79	93.6825	62.3953	117.103	878.857
155.81	93.6963	62.3888	117.12	878.871
155.83	93.7093	62.389	117.137	878.884
155.85	93.7219	62.3932	117.152	878.897
155.87	93.7351	62.3906	117.169	878.91
155.89	93.7496	62.3896	117.187	878.925
155.91	93.7638	62.3962	117.205	878.939
155.93	93.7766	62.3929	117.221	878.952
155.95	93.7887	62.3899	117.236	878.964
155.97	93.8014	62.3968	117.252	878.976
155.99	93.8155	62.3953	117.269	878.99
156.01	93.8296	62.3979	117.287	879.005
156.03	93.8429	62.4058	117.304	879.018
156.05	93.8555	62.4039	117.319	879.03
156.07	93.8686	62.4045	117.336	879.044
156.09	93.8829	62.4111	117.354	879.058
156.11	93.8967	62.4078	117.371	879.072
156.13	93.9095	62.4097	117.387	879.085
156.15	93.9218	62.4174	117.402	879.097
156.17	93.9348	62.4153	117.419	879.11
156.19	93.9491	62.415	117.436	879.124
156.21	93.9633	62.4221	117.454	879.138
156.23	93.9763	62.4185	117.47	879.151
156.25	93.9886	62.4197	117.486	879.164
156.27	94.0016	62.4269	117.502	879.177
156.29	94.0159	62.4257	117.52	879.191
156.31	94.0301	62.4274	117.538	879.205
156.33	94.0432	62.4311	117.554	879.218
156.35	94.0556	62.4307	117.569	879.231
156.37	94.0685	62.4286	117.586	879.243
156.39	94.0826	62.4355	117.603	879.258
156.41	94.0964	62.4285	117.62	879.271
156.43	94.1093	62.4311	117.637	879.284
156.45	94.1218	62.436	117.652	879.297
156.47	94.135	62.4329	117.669	879.31
156.49	94.1496	62.4316	117.687	879.325
156.51	94.1638	62.4409	117.705	879.339
156.53	94.1767	62.4374	117.721	879.352
156.55	94.1887	62.4332	117.736	879.364
156.57	94.2013	62.4404	117.752	879.376
156.59	94.2155	62.4379	117.769	879.39
156.61	94.2296	62.4373	117.787	879.405
156.63	94.2428	62.446	117.804	879.418
156.65	94.2554	62.4457	117.819	879.43
156.67	94.2686	62.4454	117.836	879.444
156.69	94.2829	62.4503	117.854	879.458
156.71	94.2968	62.4473	117.871	879.472
156.73	94.3096	62.4465	117.887	879.485
156.75	94.3219	62.4517	117.902	879.497
156.77	94.3349	62.4507	117.919	879.51
156.79	94.3491	62.4496	117.936	879.524
156.81	94.3633	62.4576	117.954	879.538
156.83	94.3763	62.4547	117.97	879.551
156.85	94.3886	62.4537	117.986	879.564
156.87	94.4016	62.4622	118.002	879.577
156.89	94.4159	62.4611	118.02	879.591
156.91	94.4302	62.4578	118.038	879.605
156.93	94.4432	62.4648	118.054	879.618
156.95	94.4555	62.4614	118.069	879.631
156.97	94.4684	62.4573	118.086	879.643
156.99	94.4825	62.4633	118.103	879.657
157.01	94.4963	62.4586	118.12	879.671
157.03	94.5093	62.4556	118.137	879.684
157.05	94.5218	62.4641	118.152	879.697
157.07	94.535	62.4609	118.169	879.71
157.09	94.5495	62.4603	118.187	879.725
157.11	94.5637	62.4658	118.205	879.739
157.13	94.5766	62.4641	118.221	879.752
157.15	94.5886	62.463	118.236	879.764
157.17	94.6014	62.4667	118.252	879.776
157.19	94.6155	62.4663	118.269	879.79
157.21	94.6296	62.463	118.287	879.805
157.23	94.6429	62.4683	118.304	879.818
157.25	94.6554	62.4659	118.319	879.83
157.27	94.6685	62.4641	118.336	879.844
157.29	94.6828	62.4689	118.354	879.858
157.31	94.6967	62.4672	118.371	879.872
157.33	94.7095	62.467	118.387	879.885
157.35	94.7219	62.4695	118.402	879.897
157.37	94.7348	62.4719	118.419	879.91
157.39	94.7491	62.4688	118.436	879.924
157.41	94.7632	62.4778	118.454	879.938
157.43	94.7763	62.476	118.47	879.951
157.45	94.7886	62.4739	118.486	879.964
157.47	94.8016	62.4807	118.502	879.977
157.49	94.8159	62.4774	118.52	879.991
157.51	94.8301	62.4789	118.538	880.005
157.53	94.8432	62.4841	118.554	880.018
157.55	94.8555	62.4841	118.569	880.031
157.57	94.8685	62.4814	118.586	880.043
157.59	94.8825	62.4888	118.603	880.058
157.61	94.8964	62.4857	118.62	880.071
157.63	94.9093	62.4836	118.637	880.084
157.65	94.9218	62.4937	118.652	880.097
157.67	94.935	62.4894	118.669	880.11
157.69	94.9495	62.4863	118.687	880.125
157.71	94.9637	62.492	118.705	880.139
157.73	94.9767	62.4894	118.721	880.152
157.75	94.9887	62.4832	118.736	880.164
157.77	95.0013	62.4868	118.752	880.176
157.79	95.0154	62.4888	118.769	880.19
157.81	95.0296	62.4844	118.787	880.205
157.83	95.0428	62.4927	118.804	880.218
157.85	95.0554	62.4924	118.819	880.23
157.87	95.0686	62.4929	118.836	880.244
157.89	95.0829	62.4971	118.854	880.258
157.91	95.0967	62.4943	118.871	880.272
157.93	95.1095	62.4924	118.887	880.285
157.95	95.1219	62.4951	118.902	880.297
157.97	95.1348	62.4962	118.919	880.31
157.99	95.1491	62.4946	118.936	880.324
158.01	95.1632	62.5051	118.954	880.338
158.03	95.1763	62.5023	118.97	880.351
158.05	95.1886	62.5029	118.986	880.364
158.07	95.2015	62.5106	119.002	880.377
158.09	95.2159	62.5048	119.02	880.391
158.11	95.2301	62.5065	119.038	880.405
158.13	95.2432	62.5122	119.054	880.418
158.15	95.2556	62.5129	119.069	880.431
158.17	95.2684	62.5084	119.086	880.443
158.19	95.2825	62.5169	119.103	880.458
158.21	95.2963	62.51	119.12	880.471
158.23	95.3093	62.5114	119.137	880.484
158.25	95.3218	62.5189	119.152	880.497
158.27	95.3351	62.5166	119.169	880.51
158.29	95.3496	62.5177	119.187	880.525
158.31	95.3638	62.5253	119.205	880.539
158.33	95.3767	62.5197	119.221	880.552
158.35	95.3887	62.5169	119.236	880.564
158.37	95.4014	62.5217	119.252	880.576
158.39	95.4155	62.5195	119.269	880.59
158.41	95.4296	62.5173	119.287	880.605
158.43	95.4428	62.5258	119.304	880.618
158.45	95.4554	62.5231	119.319	880.63
158.47	95.4686	62.5249	119.336	880.644
158.49	95.4829	62.5299	119.354	880.658
158.51	95.4968	62.5261	119.371	880.672
158.53	95.5096	62.5228	119.387	880.685
158.55	95.5219	62.5286	119.402	880.697
158.57	95.5349	62.5261	119.419	880.71
158.59	95.5491	62.5225	119.436	880.724
158.61	95.5632	62.5325	119.454	880.738
158.63	95.5763	62.5302	119.47	880.751
158.65	95.5886	62.5286	119.486	880.764
158.67	95.6016	62.5355	119.502	880.777
158.69	95.6159	62.5369	119.52	880.791
158.71	95.6301	62.5368	119.538	880.805
158.73	95.6432	62.5444	119.554	880.818
158.75	95.6556	62.5468	119.569	880.831
158.77	95.6684	62.5424	119.586	880.843
158.79	95.6825	62.549	119.603	880.858
158.81	95.6964	62.5444	119.62	880.871
158.83	95.7093	62.5462	119.637	880.884
158.85	95.7219	62.5535	119.652	880.897
158.87	95.7351	62.5528	119.669	880.91
158.89	95.7495	62.5543	119.687	880.925
158.91	95.7638	62.5617	119.705	880.939
158.93	95.7766	62.554	119.721	880.952
158.95	95.7887	62.5471	119.736	880.964
158.97	95.8013	62.5532	119.752	880.976
158.99	95.8154	62.5473	119.769	880.99
159.01	95.8296	62.5446	119.787	881.005
159.03	95.8428	62.5548	119.803	881.018
159.05	95.8554	62.5538	119.819	881.03
159.07	95.8686	62.5526	119.836	881.044
159.09	95.8829	62.5598	119.854	881.058
159.11	95.8968	62.5575	119.871	881.072
159.13	95.9096	62.5565	119.887	881.085
159.15	95.9219	62.564	119.902	881.097
159.17	95.9348	62.5628	119.919	881.11
159.19	95.9491	62.5604	119.936	881.124
159.21	95.9632	62.5672	119.954	881.138
159.23	95.9763	62.5661	119.97	881.151
159.25	95.9886	62.5661	119.986	881.164
159.27	96.0016	62.5748	120.002	881.177
159.29	96.0159	62.5742	120.02	881.191
159.31	96.0301	62.5759	120.038	881.205
159.33	96.0432	62.58	120.054	881.218
159.35	96.0556	62.5791	120.069	881.231
159.37	96.0685	62.5748	120.086	881.243
159.39	96.0825	62.5814	120.103	881.257
159.41	96.0964	62.5758	120.12	881.271
159.43	96.1093	62.5753	120.137	881.284
159.45	96.1218	62.581	120.152	881.297
159.47	96.1351	62.5805	120.169	881.31
159.49	96.1495	62.5788	120.187	881.324
159.51	96.1637	62.5879	120.205	881.339
159.53	96.1767	62.5836	120.221	881.352
159.55	96.1887	62.581	120.236	881.364
159.57	96.2014	62.5852	120.252	881.376
159.59	96.2155	62.5847	120.269	881.39
159.61	96.2296	62.5833	120.287	881.405
159.63	96.2428	62.5916	120.303	881.418
159.65	96.2554	62.5907	120.319	881.43
159.67	96.2686	62.5915	120.336	881.444
159.69	96.2829	62.5946	120.354	881.458
159.71	96.2968	62.5913	120.371	881.472
159.73	96.3096	62.5882	120.387	881.485
159.75	96.3218	62.5944	120.402	881.497
159.77	96.3348	62.5926	120.418	881.51
159.79	96.3491	62.5907	120.436	881.524
159.81	96.3632	62.599	120.454	881.538
159.83	96.3763	62.5999	120.47	881.551
159.85	96.3886	62.5968	120.486	881.564
159.87	96.4016	62.6031	120.502	881.577
159.89	96.4159	62.6021	120.52	881.591
159.91	96.4301	62.5999	120.538	881.605
159.93	96.4431	62.6027	120.554	881.618
159.95	96.4555	62.6004	120.569	881.631
159.97	96.4685	62.5974	120.586	881.643
159.99	96.4825	62.6043	120.603	881.658
160.01	96.4964	62.6005	120.62	881.671
160.03	96.5094	62.6045	120.637	881.684
160.05	96.5218	62.6128	120.652	881.697
160.07	96.535	62.6107	120.669	881.71
160.09	96.5495	62.6114	120.687	881.724
160.11	96.5638	62.6183	120.705	881.739
160.13	96.5767	62.6136	120.721	881.752
160.15	96.5887	62.6109	120.736	881.764
160.17	96.6014	62.6178	120.752	881.776
160.19	96.6155	62.6145	120.769	881.79
160.21	96.6296	62.6139	120.787	881.805
160.23	96.6428	62.6198	120.804	881.818
160.25	96.6554	62.6195	120.819	881.83
160.27	96.6686	62.6186	120.836	881.844
160.29	96.6829	62.623	120.854	881.858
160.31	96.6968	62.6201	120.871	881.872
160.33	96.7096	62.6198	120.887	881.885
160.35	96.7218	62.6255	120.902	881.897
160.37	96.7348	62.6256	120.918	881.91
160.39	96.7491	62.6245	120.936	881.924
160.41	96.7632	62.6342	120.954	881.938
160.43	96.7763	62.6322	120.97	881.951
160.45	96.7886	62.6309	120.986	881.964
160.47	96.8016	62.6396	121.002	881.977
160.49	96.816	62.6391	121.02	881.991
160.51	96.8301	62.6372	121.038	882.005
160.53	96.8432	62.6425	121.054	882.018
160.55	96.8556	62.64	121.069	882.031
160.57	96.8684	62.6352	121.086	882.043
160.59	96.8825	62.643	121.103	882.057
160.61	96.8963	62.6361	121.12	882.071
160.63	96.9093	62.6355	121.137	882.084
160.65	96.9218	62.6436	121.152	882.097
160.67	96.935	62.6399	121.169	882.11
160.69	96.9495	62.635	121.187	882.124
160.71	96.9637	62.6413	121.205	882.139
160.73	96.9766	62.64	121.221	882.152
160.75	96.9886	62.6357	121.236	882.164
160.77	97.0013	62.6414	121.252	882.176
160.79	97.0155	62.6435	121.269	882.19
160.81	97.0296	62.6402	121.287	882.205
160.83	97.0428	62.6465	121.304	882.218
160.85	97.0554	62.6466	121.319	882.23
160.87	97.0685	62.6429	121.336	882.244
160.89	97.0829	62.6477	121.354	882.258
160.91	97.0968	62.6455	121.371	882.272
160.93	97.1096	62.6457	121.387	882.285
160.95	97.1218	62.6479	121.402	882.297
160.97	97.1348	62.6494	121.418	882.31
160.99	97.1491	62.6469	121.436	882.324
161.01	97.1632	62.6562	121.454	882.338
161.03	97.1763	62.6516	121.47	882.351
161.05	97.1886	62.6494	121.486	882.364
161.07	97.2015	62.6603	121.502	882.377
161.09	97.2159	62.6552	121.52	882.391
161.11	97.2302	62.6543	121.538	882.405
161.13	97.2432	62.6606	121.554	882.418
161.15	97.2555	62.6595	121.569	882.43
161.17	97.2684	62.6551	121.585	882.443
161.19	97.2825	62.6612	121.603	882.457
161.21	97.2963	62.6581	121.62	882.471
161.23	97.3093	62.6562	121.637	882.484
161.25	97.3219	62.6643	121.652	882.497
161.27	97.335	62.6617	121.669	882.51
161.29	97.3495	62.6621	121.687	882.525
161.31	97.3638	62.6687	121.705	882.539
161.33	97.3766	62.6662	121.721	882.552
161.35	97.3887	62.6621	121.736	882.564
161.37	97.4014	62.6648	121.752	882.576
161.39	97.4155	62.6609	121.769	882.59
161.41	97.4296	62.662	121.787	882.605
161.43	97.4428	62.6681	121.804	882.618
161.45	97.4554	62.6668	121.819	882.63
161.47	97.4686	62.6682	121.836	882.644
161.49	97.4829	62.6753	121.854	882.658
161.51	97.4967	62.6701	121.871	882.672
161.53	97.5096	62.6687	121.887	882.685
161.55	97.5219	62.6762	121.902	882.697
161.57	97.5348	62.6737	121.919	882.71
161.59	97.5491	62.669	121.936	882.724
161.61	97.5632	62.6794	121.954	882.738
161.63	97.5763	62.6751	121.97	882.751
161.65	97.5886	62.6711	121.986	882.764
161.67	97.6016	62.6784	122.002	882.777
161.69	97.6159	62.6783	122.02	882.791
161.71	97.6301	62.6759	122.038	882.805
161.73	97.6432	62.6842	122.054	882.818
161.75	97.6555	62.6861	122.069	882.831
161.77	97.6684	62.68	122.086	882.843
161.79	97.6825	62.6888	122.103	882.858
161.81	97.6963	62.6827	122.12	882.871
161.83	97.7093	62.6783	122.137	882.884
161.85	97.7218	62.685	122.152	882.897
161.87	97.735	62.6833	122.169	882.91
161.89	97.7495	62.6798	122.187	882.925
161.91	97.7638	62.6867	122.205	882.939
161.93	97.7767	62.682	122.221	882.952
161.95	97.7887	62.6745	122.236	882.964
161.97	97.8013	62.6822	122.252	882.976
161.99	97.8155	62.6802	122.269	882.99
162.01	97.8296	62.6797	122.287	883.005
162.03	97.8428	62.6891	122.304	883.018
162.05	97.8555	62.6886	122.319	883.03
162.07	97.8686	62.6867	122.336	883.044
162.09	97.8829	62.6913	122.354	883.058
162.11	97.8967	62.6855	122.371	883.072
162.13	97.9095	62.6834	122.387	883.085
162.15	97.9219	62.6889	122.402	883.097
162.17	97.9348	62.6867	122.419	883.11
162.19	97.9491	62.6856	122.436	883.124
162.21	97.9632	62.6954	122.454	883.138
162.23	97.9763	62.693	122.47	883.151
162.25	97.9886	62.6916	122.486	883.164
162.27	98.0016	62.6971	122.502	883.177
162.29	98.0159	62.6957	122.52	883.191
162.31	98.0302	62.6946	122.538	883.205
162.33	98.0432	62.6999	122.554	883.218
162.35	98.0556	62.7013	122.569	883.231
162.37	98.0685	62.7008	122.586	883.243
162.39	98.0826	62.709	122.603	883.258
162.41	98.0964	62.7048	122.62	883.271
162.43	98.1093	62.7065	122.637	883.284
162.45	98.1218	62.7138	122.652	883.297
162.47	98.135	62.7098	122.669	883.31
162.49	98.1495	62.7102	122.687	883.325
162.51	98.1638	62.7181	122.705	883.339
162.53	98.1767	62.7148	122.721	883.352
162.55	98.1887	62.7093	122.736	883.364
162.57	98.2013	62.7179	122.752	883.376
162.59	98.2154	62.7109	122.769	883.39
162.61	98.2296	62.7112	122.787	883.405
162.63	98.2428	62.7196	122.804	883.418
162.65	98.2554	62.7181	122.819	883.43
162.67	98.2686	62.7173	122.836	883.444
162.69	98.2829	62.7228	122.854	883.458
162.71	98.2967	62.7193	122.871	883.472
162.73	98.3096	62.7187	122.887	883.485
162.75	98.3219	62.7237	122.902	883.497
162.77	98.3349	62.7223	122.919	883.51
162.79	98.3491	62.7223	122.936	883.524
162.81	98.3633	62.73	122.954	883.538
162.83	98.3764	62.7259	122.97	883.551
162.85	98.3887	62.7261	122.986	883.564
162.87	98.4016	62.7341	123.002	883.577
162.89	98.4159	62.7342	123.02	883.591
162.91	98.4301	62.7328	123.038	883.605
162.93	98.4433	62.7381	123.054	883.618
162.95	98.4556	62.7394	123.07	883.631
162.97	98.4685	62.7331	123.086	883.643
162.99	98.4825	62.741	123.103	883.658
163.01	98.4963	62.7353	123.12	883.671
163.03	98.5093	62.7344	123.137	883.684
163.05	98.5218	62.7386	123.152	883.697
163.07	98.535	62.7381	123.169	883.71
163.09	98.5495	62.7344	123.187	883.725
163.11	98.5638	62.7433	123.205	883.739
163.13	98.5766	62.74	123.221	883.752
163.15	98.5887	62.7361	123.236	883.764
163.17	98.6013	62.7395	123.252	883.776
163.19	98.6154	62.7378	123.269	883.79
163.21	98.6296	62.7345	123.287	883.805
163.23	98.6428	62.7449	123.304	883.818
163.25	98.6554	62.7446	123.319	883.83
163.27	98.6686	62.7469	123.336	883.844
163.29	98.6829	62.7502	123.354	883.858
163.31	98.6967	62.7468	123.371	883.872
163.33	98.7096	62.743	123.387	883.885
163.35	98.7219	62.7466	123.402	883.897
163.37	98.7348	62.7436	123.419	883.91
163.39	98.7491	62.7411	123.436	883.924
163.41	98.7633	62.751	123.454	883.938
163.43	98.7763	62.7486	123.47	883.951
163.45	98.7886	62.7475	123.486	883.964
163.47	98.8015	62.7551	123.502	883.977
163.49	98.8159	62.7557	123.52	883.991
163.51	98.8301	62.7538	123.538	884.005
163.53	98.8432	62.7571	123.554	884.018
163.55	98.8555	62.7579	123.569	884.031
163.57	98.8685	62.7552	123.586	884.043
163.59	98.8826	62.7612	123.603	884.058
163.61	98.8963	62.7544	123.62	884.071
163.63	98.9093	62.7549	123.637	884.084
163.65	98.9218	62.7593	123.652	884.097
163.67	98.9351	62.7551	123.669	884.11
163.69	98.9496	62.7543	123.687	884.125
163.71	98.9638	62.7615	123.705	884.139
163.73	98.9767	62.7594	123.721	884.152
163.75	98.9887	62.7573	123.736	884.164
163.77	99.0013	62.7629	123.752	884.176
163.79	99.0154	62.762	123.769	884.19
163.81	99.0296	62.7616	123.787	884.205
163.83	99.0428	62.7679	123.804	884.218
163.85	99.0554	62.7657	123.819	884.23
163.87	99.0686	62.7671	123.836	884.244
163.89	99.083	62.7693	123.854	884.258
163.91	99.0968	62.7668	123.871	884.272
163.93	99.1096	62.7657	123.887	884.285
163.95	99.1218	62.7704	123.902	884.297
163.97	99.1348	62.7673	123.919	884.31
163.99	99.1491	62.7674	123.936	884.324
164.01	99.1633	62.7753	123.954	884.338
164.03	99.1763	62.7698	123.97	884.351
164.05	99.1887	62.7703	123.986	884.364
164.07	99.2016	62.7778	124.002	884.377
164.09	99.2159	62.774	124.02	884.391
164.11	99.2301	62.7743	124.038	884.405
164.13	99.2432	62.7801	124.054	884.418
164.15	99.2556	62.7794	124.069	884.431
164.17	99.2685	62.7754	124.086	884.443
164.19	99.2826	62.7828	124.103	884.458
164.21	99.2964	62.775	124.12	884.471
164.23	99.3092	62.7751	124.137	884.484
164.25	99.3218	62.7826	124.152	884.497
164.27	99.335	62.78	124.169	884.51
164.29	99.3495	62.7798	124.187	884.524
164.31	99.3637	62.788	124.205	884.539
164.33	99.3767	62.7833	124.221	884.552
164.35	99.3887	62.7794	124.236	884.564
164.37	99.4013	62.7844	124.252	884.576
164.39	99.4154	62.7811	124.269	884.59
164.41	99.4296	62.7797	124.287	884.605
164.43	99.4428	62.7902	124.304	884.618
164.45	99.4554	62.7867	124.319	884.63
164.47	99.4686	62.7878	124.336	884.644
164.49	99.4829	62.793	124.354	884.658
164.51	99.4968	62.7889	124.371	884.672
164.53	99.5096	62.7855	124.387	884.685
164.55	99.5219	62.7916	124.402	884.697
164.57	99.5349	62.7891	124.419	884.71
164.59	99.5491	62.788	124.436	884.724
164.61	99.5632	62.7993	124.454	884.738
164.63	99.5763	62.7972	124.47	884.751
164.65	99.5886	62.7958	124.486	884.764
164.67	99.6015	62.8063	124.502	884.777
164.69	99.6159	62.8029	124.52	884.791
164.71	99.6301	62.801	124.538	884.805
164.73	99.6432	62.808	124.554	884.818
164.75	99.6556	62.8069	124.569	884.831
164.77	99.6684	62.8003	124.586	884.843
164.79	99.6825	62.8135	124.603	884.858
164.81	99.6963	62.8071	124.62	884.871
164.83	99.7093	62.8074	124.637	884.884
164.85	99.7218	62.817	124.652	884.897
164.87	99.7351	62.8151	124.669	884.91
164.89	99.7495	62.8126	124.687	884.925
164.91	99.7637	62.821	124.705	884.939
164.93	99.7767	62.8174	124.721	884.952
164.95	99.7887	62.8124	124.736	884.964
164.97	99.8014	62.8187	124.752	884.976
164.99	99.8155	62.8155	124.769	884.99
165.01	99.8296	62.813	124.787	885.005
165.03	99.8429	62.8221	124.804	885.018
165.05	99.8554	62.8198	124.819	885.03
165.07	99.8686	62.8201	124.836	885.044
165.09	99.8829	62.8235	124.854	885.058
165.11	99.8967	62.8223	124.871	885.072
165.13	99.9095	62.8204	124.887	885.085
165.15	99.9218	62.8282	124.902	885.097
165.17	99.9348	62.8293	124.919	885.11
165.19	99.9491	62.8275	124.936	885.124
165.21	99.9632	62.8381	124.954	885.138
165.23	99.9763	62.8362	124.97	885.151
165.25	99.9886	62.8356	124.986	885.164
165.27	100.002	62.8406	125.002	885.177
165.29	100.016	62.842	125.02	885.191
165.31	100.03	62.8405	125.038	885.205
165.33	100.043	62.8447	125.054	885.218
165.35	100.056	62.8461	125.069	885.231
165.37	100.068	62.8406	125.086	885.243
165.39	100.083	62.8489	125.103	885.258
165.41	100.096	62.843	125.12	885.271
165.43	100.109	62.8423	125.137	885.284
165.45	100.122	62.8503	125.152	885.297
165.47	100.135	62.8519	125.169	885.31
165.49	100.15	62.8507	125.187	885.325
165.51	100.164	62.8602	125.205	885.339
165.53	100.177	62.8582	125.221	885.352
165.55	100.189	62.8519	125.236	885.364
165.57	100.201	62.8572	125.252	885.376
165.59	100.215	62.8546	125.269	885.39
165.61	100.23	62.8536	125.287	885.405
165.63	100.243	62.8643	125.304	885.418
165.65	100.255	62.8635	125.319	885.43
165.67	100.269	62.8648	125.336	885.444
165.69	100.283	62.8701	125.354	885.458
165.71	100.297	62.8688	125.371	885.472
165.73	100.31	62.8648	125.387	885.484
165.75	100.322	62.8713	125.402	885.497
165.77	100.335	62.8713	125.419	885.51
165.79	100.349	62.8695	125.436	885.524
165.81	100.363	62.8778	125.454	885.538
165.83	100.376	62.876	125.47	885.551
165.85	100.389	62.874	125.486	885.564
165.87	100.402	62.8821	125.502	885.577
165.89	100.416	62.879	125.52	885.591
165.91	100.43	62.8776	125.538	885.605
165.93	100.443	62.882	125.554	885.618
165.95	100.456	62.8836	125.569	885.631
165.97	100.468	62.8776	125.585	885.643
165.99	100.482	62.8872	125.603	885.657
166.01	100.496	62.8811	125.62	885.671
166.03	100.509	62.8845	125.637	885.684
166.05	100.522	62.8909	125.652	885.697
166.07	100.535	62.889	125.669	885.71
166.09	100.55	62.889	125.687	885.725
166.11	100.564	62.897	125.705	885.739
166.13	100.577	62.8922	125.721	885.752
166.15	100.589	62.8876	125.736	885.764
166.17	100.601	62.8919	125.752	885.776
166.19	100.615	62.8887	125.769	885.79
166.21	100.63	62.887	125.787	885.805
166.23	100.643	62.8948	125.804	885.818
166.25	100.655	62.8925	125.819	885.83
166.27	100.669	62.8947	125.836	885.844
166.29	100.683	62.8992	125.854	885.858
166.31	100.697	62.897	125.871	885.872
166.33	100.71	62.895	125.887	885.885
166.35	100.722	62.9014	125.902	885.897
166.37	100.735	62.9	125.919	885.91
166.39	100.749	62.8983	125.936	885.924
166.41	100.763	62.9078	125.954	885.938
166.43	100.776	62.9061	125.97	885.951
166.45	100.789	62.9035	125.986	885.964
166.47	100.802	62.9111	126.002	885.977
166.49	100.816	62.911	126.02	885.991
166.51	100.83	62.9086	126.038	886.005
166.53	100.843	62.9146	126.054	886.018
166.55	100.856	62.9176	126.069	886.031
166.57	100.868	62.914	126.086	886.043
166.59	100.883	62.9223	126.103	886.058
166.61	100.896	62.9171	126.12	886.071
166.63	100.909	62.9185	126.137	886.084
166.65	100.922	62.9243	126.152	886.097
166.67	100.935	62.922	126.169	886.11
166.69	100.95	62.9209	126.187	886.125
166.71	100.964	62.9284	126.205	886.139
166.73	100.977	62.9241	126.221	886.152
166.75	100.989	62.9209	126.236	886.164
166.77	101.001	62.9257	126.252	886.176
166.79	101.015	62.9237	126.269	886.19
166.81	101.03	62.921	126.287	886.205
166.83	101.043	62.9288	126.304	886.218
166.85	101.055	62.9256	126.319	886.23
166.87	101.069	62.929	126.336	886.244
166.89	101.083	62.9329	126.354	886.258
166.91	101.097	62.9326	126.371	886.272
166.93	101.11	62.932	126.387	886.285
166.95	101.122	62.9379	126.402	886.297
166.97	101.135	62.9372	126.419	886.31
166.99	101.149	62.9357	126.436	886.324
167.01	101.163	62.945	126.454	886.338
167.03	101.176	62.9433	126.47	886.351
167.05	101.189	62.9434	126.486	886.364
167.07	101.202	62.9495	126.502	886.377
167.09	101.216	62.9487	126.52	886.391
167.11	101.23	62.9498	126.538	886.405
167.13	101.243	62.9534	126.554	886.418
167.15	101.256	62.9563	126.569	886.431
167.17	101.268	62.952	126.586	886.443
167.19	101.283	62.9602	126.603	886.458
167.21	101.296	62.955	126.62	886.471
167.23	101.309	62.9564	126.637	886.484
167.25	101.322	62.9635	126.652	886.497
167.27	101.335	62.963	126.669	886.51
167.29	101.35	62.9619	126.687	886.525
167.31	101.364	62.9701	126.705	886.539
167.33	101.377	62.965	126.721	886.552
167.35	101.389	62.9607	126.736	886.564
167.37	101.401	62.9657	126.752	886.576
167.39	101.415	62.9647	126.769	886.59
167.41	101.43	62.9622	126.787	886.605
167.43	101.443	62.9732	126.804	886.618
167.45	101.455	62.9718	126.819	886.63
167.47	101.468	62.9729	126.836	886.643
167.49	101.483	62.9787	126.854	886.658
167.51	101.497	62.9771	126.871	886.672
167.53	101.51	62.9748	126.887	886.685
167.55	101.522	62.9796	126.902	886.697
167.57	101.535	62.9777	126.919	886.71
167.59	101.549	62.9751	126.936	886.724
167.61	101.563	62.9845	126.954	886.738
167.63	101.576	62.9821	126.97	886.751
167.65	101.589	62.9812	126.986	886.764
167.67	101.602	62.9889	127.002	886.777
167.69	101.616	62.9886	127.02	886.791
167.71	101.63	62.987	127.038	886.805
167.73	101.643	62.9923	127.054	886.818
167.75	101.656	62.9929	127.069	886.831
167.77	101.668	62.9882	127.086	886.843
167.79	101.683	62.9956	127.103	886.858
167.81	101.696	62.9911	127.12	886.871
167.83	101.709	62.9912	127.137	886.884
167.85	101.722	63.0005	127.152	886.897
